Index	Genetic_ID	Source	Date_mean	Group_ID	Locality	Country	Latitude	Longitude	Sex
SZ36.SG	SZ36	AmorimNatureCommunications2018	1442	Hungary_Langobard_o1.SG	Szólád	Hungary	46.28333333	17.85	M
SZ3.SG	SZ3	AmorimNatureCommunications2018	1442	Hungary_Langobard.SG	Szólád	Hungary	46.28333333	17.85	M
SZ43.SG	SZ43	AmorimNatureCommunications2018	1393	Hungary_Langobard_o1.SG	Szólád	Hungary	46.28333333	17.85	M
SZ45.SG	SZ45	AmorimNatureCommunications2018	1442	Hungary_Langobard_o2.SG	Szólád	Hungary	46.28333333	17.85	M
SZ4.SG	SZ4	AmorimNatureCommunications2018	1442	Hungary_Langobard.SG	Szólád	Hungary	46.28333333	17.85	M
SZ5.SG	SZ5	AmorimNatureCommunications2018	1442	Hungary_Langobard.SG	Szólád	Hungary	46.28333333	17.85	M
chy001.SG	chy001	KrzewinskaScienceAdvances2018	1829	Russia_Late_Sarmatian.SG	Orenburg Regio, Southern Urals, Cherniy Yar	Russia	51.06666667	55.06666667	F
chy002.SG	chy002	KrzewinskaScienceAdvances2018	1786	Russia_Late_Sarmatian.SG	Orenburg Regio, Southern Urals, Cherniy Yar	Russia	51.06666667	55.06666667	M
cim357.SG	cim357	KrzewinskaScienceAdvances2018	2808	Moldova_Cimmerian.SG	Slobodzeya District, Glinoe Sad	Moldova	46.4107	29.4901	M
cim358.SG	cim358	KrzewinskaScienceAdvances2018	2822	Moldova_Cimmerian.SG	Slobodzeya District, Glinoe Sad	Moldova	46.4107	29.4901	M
cim359.SG	cim359	KrzewinskaScienceAdvances2018	2875	Moldova_Cimmerian.SG	Rybnitsa District, Mokra	Moldova	47.3753	29.0907	F
kzb001.SG	kzb001	KrzewinskaScienceAdvances2018	3590	Russia_Srubnaya_Alakul.SG	Republic of Bashkorstan, Near Usmanovo village, Kazburun 1	Russia	54.07	55.544	F
kzb002.SG	kzb002	KrzewinskaScienceAdvances2018	3704	Russia_Srubnaya_Alakul.SG	Republic of Bashkorstan, Near Usmanovo village, Kazburun 1	Russia	54.07	55.544	M
kzb003.SG	kzb003	KrzewinskaScienceAdvances2018	3653	Russia_Srubnaya_Alakul.SG	Republic of Bashkorstan, Near Usmanovo village, Kazburun 1	Russia	54.07	55.544	M
kzb004.SG	kzb004	KrzewinskaScienceAdvances2018	3661	Russia_Srubnaya_Alakul.SG	Republic of Bashkorstan, Near Usmanovo village, Kazburun 1	Russia	54.07	55.544	F
kzb005.SG	kzb005	KrzewinskaScienceAdvances2018	3734	Russia_Srubnaya_Alakul_brother.kzb008.SG	Republic of Bashkorstan, Near Usmanovo village, Kazburun 1	Russia	54.07	55.544	M
kzb006.SG	kzb006	KrzewinskaScienceAdvances2018	3648	Russia_Srubnaya_Alakul.SG	Republic of Bashkorstan, Near Usmanovo village, Kazburun 1	Russia	54.07	55.544	F
kzb007.SG	kzb007	KrzewinskaScienceAdvances2018	3672	Russia_Srubnaya_Alakul.SG	Republic of Bashkorstan, Near Usmanovo village, Kazburun 1	Russia	54.07	55.544	M
kzb008.SG	kzb008	KrzewinskaScienceAdvances2018	3754	Russia_Srubnaya_Alakul.SG	Republic of Bashkorstan, Near Usmanovo village, Kazburun 1	Russia	54.07	55.544	M
kzb009.SG	kzb009	KrzewinskaScienceAdvances2018	3640	Russia_Srubnaya_Alakul.SG	Republic of Bashkorstan, Near Usmanovo village, Kazburun 1	Russia	54.07	55.544	F
mur001.SG	mur001	KrzewinskaScienceAdvances2018	3590	Russia_Srubnaya_Alakul.SG	Republic of Bashkorstan, Near Usmanovo Village, Muradym 8	Russia	52.583	56.847	F
mur002.SG	mur002	KrzewinskaScienceAdvances2018	3533	Russia_Srubnaya_Alakul.SG	Republic of Bashkorstan, Near Usmanovo Village, Muradym 8	Russia	52.583	56.847	M
mur003.SG	mur003	KrzewinskaScienceAdvances2018	3721	Russia_Srubnaya_Alakul.SG	Republic of Bashkorstan, Near Usmanovo Village, Muradym 8	Russia	52.583	56.847	M
mur004.SG	mur004	KrzewinskaScienceAdvances2018	3755	Russia_Srubnaya_Alakul.SG	Republic of Bashkorstan, Near Usmanovo Village, Muradym 8	Russia	52.583	56.847	F
scy006.WGC	scy006	KrzewinskaScienceAdvances2018	2550	Ukraine_Scythian.WGC	Cherkasy Region, Gorodische District, Starosillya	Ukraine	46.323	29.4702	F
scy009.SG	scy009	KrzewinskaScienceAdvances2018	2568	Ukraine_Scythian.SG	Cherkasy Region, Gorodische District, Starosillya	Ukraine	46.323	29.4702	M
scy010.SG	scy010	KrzewinskaScienceAdvances2018	2606	Ukraine_Scythian.SG	Cherkasy Region, Gorodische District, Starosillya	Ukraine	46.323	29.4702	F
scy011.SG	scy011	KrzewinskaScienceAdvances2018	2176	Ukraine_Scythian.SG	Cherkasy Region, Mankivsky District, Nesterivka	Ukraine	48.9825	30.1783	F
scy192.SG	scy192	KrzewinskaScienceAdvances2018	2225	Moldova_Glinoe_Scythian.SG	Slobodzeya District, Glinoe	Moldova	46.6684	29.8001	F
scy193.SG	scy193	KrzewinskaScienceAdvances2018	2225	Moldova_Glinoe_Scythian_o1.SG	Slobodzeya District, Glinoe	Moldova	46.6684	29.8001	M
scy197.SG	scy197	KrzewinskaScienceAdvances2018	2225	Moldova_Glinoe_Scythian.SG	Slobodzeya District, Glinoe	Moldova	46.6684	29.8001	M
scy300.SG	scy300	KrzewinskaScienceAdvances2018	2250	Moldova_Glinoe_Scythian.SG	Slobodzeya District, Glinoe	Moldova	46.6684	29.8001	F
scy301.SG	scy301	KrzewinskaScienceAdvances2018	2237	Moldova_Glinoe_Scythian.SG	Slobodzeya District, Glinoe	Moldova	46.6684	29.8001	M
scy303.SG	scy303	KrzewinskaScienceAdvances2018	2231	Moldova_Glinoe_Scythian_o2.SG	Slobodzeya District, Glinoe	Moldova	46.6684	29.8001	F
scy304.SG	scy304	KrzewinskaScienceAdvances2018	2213	Moldova_Glinoe_Scythian.SG	Slobodzeya District, Glinoe	Moldova	46.6684	29.8001	M
scy305.SG	scy305	KrzewinskaScienceAdvances2018	2254	Moldova_Glinoe_Scythian.SG	Slobodzeya District, Glinoe	Moldova	46.6684	29.8001	M
scy311.SG	scy311	KrzewinskaScienceAdvances2018	2235	Moldova_Glinoe_Scythian.SG	Slobodzeya District, Glinoe	Moldova	46.6684	29.8001	F
scy332.SG	scy332	KrzewinskaScienceAdvances2018	1616	Moldova_Glinoe_Scythian_o3_lc.SG	Slobodzeya District, Glinoe	Moldova	46.6684	29.8001	F
tem001.SG	tem001	KrzewinskaScienceAdvances2018	1725	Russia_Late_Sarmatian.SG	Republic of Bashkortostan, Baymak Distict, Temyaysovo-1 burial ground	Russia	52.9851	58.1243	F
tem002.SG	tem002	KrzewinskaScienceAdvances2018	1761	Russia_Late_Sarmatian.SG	Republic of Bashkortostan, Baymak Distict, Temyaysovo-1 burial ground	Russia	52.9851	58.1243	M
tem003.SG	tem003	KrzewinskaScienceAdvances2018	1698	Russia_Late_Sarmatian.SG	Republic of Bashkortostan, Baymak Distict, Temyaysovo-1 burial ground	Russia	52.9851	58.1243	M
I3320_published	I3320	OlaldeScience2019	2150	Spain_IA_published	Valencian Community, Castelló/Castellón, Vilafamés, Els Estrets de la Rata	Spain	40.138000000000005	-0.07	M
I3321_published	I3321	OlaldeScience2019	2150	Spain_IA_published	Valencian Community, Castelló/Castellón, Vilafamés, Els Estrets de la Rata	Spain	40.138000000000005	-0.07	M
I4556_published	I4556	OlaldeScience2019	2550	Spain_IA_published	Catalonia, Barcelona, Avinyonet del Penedés, Font de la Canya	Spain	41.372858	1.771534	F
I7427_published	I7427	OlaldeScience2019	1000	Spain_Muslim_oAfrica_published	Granada, Calle Panaderos 21-23	Spain	37.18253060000001	-3.592291667	M
N17.SG	N17	FernandesScientificReports2018	3850	Poland_EBA.SG	Gustorzyn	Poland	52.66	18.88	M
N18.SG	N18	FernandesScientificReports2018	5459	Poland_TRB.SG	Pikutkowo	Poland	52.62	18.96	F
N19.SG	N19	FernandesScientificReports2018	5490	Poland_TRB_o.SG	Pikutkowo	Poland	52.62	18.96	F
N20.SG	N20	FernandesScientificReports2018	5467	Poland_TRB.SG	Pikutkowo	Poland	52.62	18.96	M
N22.SG	N22	FernandesScientificReports2018	6263	Poland_BKG_o2.SG	Brzesc Kujawski	Poland	52.61	18.9	F
N25.SG	N25	FernandesScientificReports2018	6250	Poland_BKG.SG	Oslonki	Poland	52.61	18.8	F
N26.SG	N26	FernandesScientificReports2018	6177	Poland_BKG.SG	Konary	Poland	50.67	21.38	M
N27.SG	N27	FernandesScientificReports2018	6250	Poland_BKG.SG	Oslonki	Poland	52.61	18.8	M
N28.SG	N28	FernandesScientificReports2018	6074	Poland_BKG.SG	Oslonki	Poland	52.61	18.8	M
N31.SG	N31	FernandesScientificReports2018	6130	Poland_BKG.SG	Oslonki	Poland	52.61	18.8	F
N36.SG	N36	FernandesScientificReports2018	6250	Poland_BKG.SG	Konary	Poland	50.67	21.38	F
N38.SG	N38	FernandesScientificReports2018	4959	Poland_GAC.SG	Brzesc Kujawski	Poland	52.61	18.9	F
N42.SG	N42	FernandesScientificReports2018	6049	Poland_BKG_o1.SG	Oslonki	Poland	52.61	18.8	F
N44.SG	N44	FernandesScientificReports2018	4400	Poland_CWC_3.SG	Pikutkowo	Poland	52.62	18.96	F
N45.SG	N45	FernandesScientificReports2018	4375	Poland_CWC_3.SG	Pikutkowo	Poland	52.62	18.96	F
N47.SG	N47	FernandesScientificReports2018	4375	Poland_CWC_1.SG	Pikutkowo	Poland	52.62	18.96	M
N49.SG	N49	FernandesScientificReports2018	4375	Poland_CWC_1.SG	Pikutkowo	Poland	52.62	18.96	M
I1584	I1584	LazaridisNature2016	5770	Turkey_C	Marmara, Bursa, Yenişehir, Barcın	Turkey	40.3	29.56	F
I14678	I14678	FernandesNatureEcologyEvolution2020	4247	Italy_Sardinia_C_MonteClaro	Sardinia, Serra Cabriles	Italy	40.789722	8.591389	M
I14676_published	I14676	FernandesNatureEcologyEvolution2020	4053	Italy_Sardinia_C_MonteClaro_published	Sardinia, Serra Cabriles	Italy	40.789722	8.591389	M
I14677	I14677	FernandesNatureEcologyEvolution2020	4329	Italy_Sardinia_C_MonteClaro	Sardinia, Serra Cabriles	Italy	40.789722	8.591389	M
I14675	I14675	FernandesNatureEcologyEvolution2020	4021	Italy_Sardinia_C_MonteClaro	Sardinia, Serra Cabriles	Italy	40.789722	8.591389	M
I7805	I7805	FernandesNatureEcologyEvolution2020	3860	Italy_Sicily_EBA	Sicily, Contrada Paolina, Castellucciana	Italy	36.8831	14.5712	F
I16170	I16170	FernandesNatureEcologyEvolution2020	3337	Italy_Sardinia_MBA	Sardinia, Anghelu Ruju	Italy	40.626667	8.323056	M
I16165	I16165	FernandesNatureEcologyEvolution2020	5671	Italy_Sardinia_N	Sardinia, Sa Ucca de su Tintirriolu	Italy	40.410556	8.639722	F
I16163	I16163	FernandesNatureEcologyEvolution2020	2576	Italy_Sardinia_IA_2	Sardinia, Anghelu Ruju	Italy	40.626667	8.323056	F
I16183	I16183	FernandesNatureEcologyEvolution2020	5164	Italy_Sardinia_N	Sardinia, Anghelu Ruju	Italy	40.626667	8.323056	F
I16168	I16168	FernandesNatureEcologyEvolution2020	5807	Italy_Sardinia_N	Sardinia, Anghelu Ruju	Italy	40.626667	8.323056	M
I16166	I16166	FernandesNatureEcologyEvolution2020	5746	Italy_Sardinia_N	Sardinia, Sa Ucca de su Tintirriolu	Italy	40.410556	8.639722	M
I16169	I16169	FernandesNatureEcologyEvolution2020	4177	Italy_Sardinia_C	Sardinia, Anghelu Ruju	Italy	40.626667	8.323056	F
I16164	I16164	FernandesNatureEcologyEvolution2020	4415	Italy_Sardinia_C	Sardinia, Sa Ucca de su Tintirriolu	Italy	40.410556	8.639722	M
I15943	I15943	FernandesNatureEcologyEvolution2020	5723	Italy_Sardinia_N	Sardinia, Anghelu Ruju	Italy	40.626667	8.323056	F
I15941	I15941	FernandesNatureEcologyEvolution2020	4196	Italy_Sardinia_C	Sardinia, Anghelu Ruju	Italy	40.626667	8.323056	M
I15947	I15947	FernandesNatureEcologyEvolution2020	5575	Italy_Sardinia_N_contam	Sardinia, Anghelu Ruju	Italy	40.626667	8.323056	M
I15942	I15942	FernandesNatureEcologyEvolution2020	4297	Italy_Sardinia_C	Sardinia, Anghelu Ruju	Italy	40.626667	8.323056	M
I15945	I15945	FernandesNatureEcologyEvolution2020	5825	Italy_Sardinia_N	Sardinia, Anghelu Ruju	Italy	40.626667	8.323056	F
I15946	I15946	FernandesNatureEcologyEvolution2020	5968	Italy_Sardinia_N	Sardinia, Anghelu Ruju	Italy	40.626667	8.323056	M
I15939	I15939	FernandesNatureEcologyEvolution2020	3500	Italy_Sardinia_MBA_contam	Sardinia, Anghelu Ruju	Italy	40.626667	8.323056	M
I15940	I15940	FernandesNatureEcologyEvolution2020	4203	Italy_Sardinia_C_oAfrican	Sardinia, Anghelu Ruju	Italy	40.626667	8.323056	M
MS10614.SG	MS10614	ZallouaScientificReports2018	2217	Ibiza_Punic.SG	Balearic Islands, Ibiza, Saint Antoni de Portmany, Can Portes d'es Jurat hipogeo Ca's Moli	Spain	38.980833000000004	1.300556	F
BAL003.A0101	BAL003	VillalbaMoucoCurrentBiology2019	11908	Spain_UP_Azilian	Balma Guilanya	Spain	42.085341	1.601683	M
BAL051_merged	BAL051	VillalbaMoucoCurrentBiology2019	13015	Spain_UP_Azilian	Balma Guilanya	Spain	42.085341	1.601683	M
CHA001_merged	CHA001_merged	VillalbaMoucoCurrentBiology2019	7127	Spain_EN	Cueva de Chaves	Spain	42.215129	-0.138457	M
CHA002_merged	CHA002	VillalbaMoucoCurrentBiology2019	7127	Spain_EN	Cueva de Chaves	Spain	42.215129	-0.138457	M
CHA003_merged	CHA003	VillalbaMoucoCurrentBiology2019	7075	Spain_EN	Cueva de Chaves	Spain	42.215129	-0.138457	M
CHA004.A0102	CHA004	VillalbaMoucoCurrentBiology2019	6420	Spain_EN	Cueva de Chaves	Spain	42.215129	-0.138457	F
CMS001_merged	CMS001	VillalbaMoucoCurrentBiology2019	8067	Portugal_Geometric_Mesolithic	Moita do Sebastiao	Portugal	39.246373999999996	-8.647467	F
ELT002_merged	ELT002	VillalbaMoucoCurrentBiology2019	5753	Spain_MLN	Cova de Els Trocs	Spain	42.5	0.5	M
ELT006_merged	ELT006	VillalbaMoucoCurrentBiology2019	5809	Spain_MLN	Cova de Els Trocs	Spain	42.5	0.5	M
FUC003_merged	FUC003	VillalbaMoucoCurrentBiology2019	7019	Spain_EN	Fuente Celada	Spain	42.385639000000005	-3.734895	M
BAJ001_BAJ001.A0101	BAJ001	FeldmanNatureCommunications2019	8850	Jordan_Late_PPNB	Ba’ja	Jordan	30.415278000000004	35.4625	F
KFH2_KFH002.A0101	KFH2	FeldmanNatureCommunications2019	9591	Israel_Middle_Late_PPNB	Kfar HaHoresh	Israel	32.703694	36.468348	F
ZBC_IPB001.B-C0101_Luk2-Pinarbasi	ZBC	FeldmanNatureCommunications2019	15411	Turkey_Epipaleolithic	Pınarbaşı	Turkey	37.483333	33.033333	M
ZHAG_BON004.A0101_Luk10	ZHAG	FeldmanNatureCommunications2019	9900	Turkey_Central_N	Boncuklu	Turkey	37.75	32.866667	F
ZHAJ_BON034.A0101_Luk9	ZHAJ	FeldmanNatureCommunications2019	9900	Turkey_Central_N	Boncuklu	Turkey	37.75	32.866667	F
ZHJ_BON024.A0101_Luk84	ZHJ	FeldmanNatureCommunications2019	10190	Turkey_Central_N	Boncuklu	Turkey	37.75	32.866667	F
ZKO_BON001.A0101_Luk7	ZKO	FeldmanNatureCommunications2019	9900	Turkey_Central_N	Boncuklu	Turkey	37.75	32.866667	M
ZMOJ_BON014.A0101_Luk21	ZMOJ	FeldmanNatureCommunications2019	9900	Turkey_Central_N	Boncuklu	Turkey	37.75	32.866667	M
Goyet_final_provisional.SG	Goyet_final	HajdinjakNature2018	42436	Goyet_Neanderthal.SG	Goyet Cave	Belgium	50.446000000000005	5.008	F
Mezmaiskaya1_final_provisional.SG	Mezmaiskaya1	HajdinjakNature2018	65000	Mezmaiskaya1_Neanderthal.SG	North Caucasus, Republic of Adygea, Mezmaiskaya Cave	Russia	44.166667	40.0	F
Mezmaiskaya2_final_provisional.SG	Mezmaiskaya2_final	HajdinjakNature2018	43449	Mezmaiskaya2_Neanderthal.SG	Mezmaiskaya	Russia	44.166667	40.0	M
Spy_final_provisional.SG	Spy_final	HajdinjakNature2018	40922	Spy_Neanderthal.SG	Spy Cave	Belgium	50.482222	4.669167	M
VindijaG1_final_provisional.SG	VindijaG1_final	HajdinjakNature2018	50000	VindijaG1_Neanderthal.SG	Vindija Cave	Croatia	46.299167	16.070556	F
DAV-A-8_38.SG	DAV-A8	EbenesersdottirScience2018	1000	Iceland_Pre_Christian.SG	Dalvik, Brimnes	Iceland	65.966667	-18.533333	F
DAV-A-9_38.SG	DAV-A9	EbenesersdottirScience2018	950	Iceland_Pre_Christian.SG_son.DAV.A8.SG	Dalvik, Brimnes	Iceland	65.966667	-18.533333	M
FOV-A-1_38.SG	FOV-A1	EbenesersdottirScience2018	603	Iceland_Early_Christian.SG	Fossvellir	Iceland	65.437602	-14.602639000000002	M
FSS-A-1_38.SG	FSS-A1	EbenesersdottirScience2018	1015	Iceland_Pre_Christian.SG	Fremri-Svartardalur	Iceland	65.317	-19.15	F
GRS-A-1_38.SG	GRS-A1	EbenesersdottirScience2018	1015	Iceland_Pre_Christian.SG	Grimsstadir	Iceland	65.642222	-16.120278	M
GTE-A-1_38.SG	GTE-A1	EbenesersdottirScience2018	1015	Iceland_Pre_Christian.SG	Gilsarteigur	Iceland	65.367	-14.3	M
HSJ-A-1_38.SG	HSJ-A1	EbenesersdottirScience2018	1015	Iceland_Pre_Christian.SG	Hrolfsstadir	Iceland	65.39748	-14.65601	M
KNS-A-1_38.SG	KNS-A1	EbenesersdottirScience2018	950	Iceland_Pre_Christian.SG	Karlsnes	Iceland	64.0	-20.15	M
KOV-A-2_38.SG	KOV-A2	EbenesersdottirScience2018	236	Iceland_Early_Christian_o.SG	Kopavogur	Iceland	64.110833	-21.909444	M
MKR-A-1_38.SG	MKR-A1	EbenesersdottirScience2018	1015	Iceland_Pre_Christian.SG	Vidar, Masvatn	Iceland	65.639951	-17.23609	M
NNM-A-1_38.SG	NNM-A1	EbenesersdottirScience2018	1015	Iceland_Pre_Christian.SG	Njarovik	Iceland	65.58111099999999	-13.887777999999999	M
NTR-A-2_38.SG	NTR-A2	EbenesersdottirScience2018	1015	Iceland_Pre_Christian.SG	Neori-Tvera	Iceland	63.6637	-20.0902	F
ORE-A-1_38.SG	ORE-A1	EbenesersdottirScience2018	1000	Iceland_Pre_Christian.SG	Ormsstadir	Iceland	65.3665	14.306	M
SBT-A-1_38.SG	SBT-A1	EbenesersdottirScience2018	1015	Iceland_Pre_Christian.SG	Smyrlaberg	Iceland	65.6	-20.166667	M
SSG-A-2_38.SG	SSG-A2	EbenesersdottirScience2018	1025	Iceland_Pre_Christian.SG	Silastadir	Iceland	65.722858	18.186543	M
SSG-A-3_38.SG	SSG-A3	EbenesersdottirScience2018	1025	Iceland_Pre_Christian.SG	Silastadir	Iceland	65.722858	18.186543	M
SSG-A-4_38.SG	SSG-A4	EbenesersdottirScience2018	1025	Iceland_Pre_Christian.SG	Silastadir	Iceland	65.722858	18.186543	F
SSJ-A-2_38.SG	SSJ-A2	EbenesersdottirScience2018	1025	Iceland_Pre_Christian.SG	Surtsstadir	Iceland	65.537708	14.526592	M
STT-A-2_38.SG	STT-A2	EbenesersdottirScience2018	1000	Iceland_Pre_Christian.SG	Straumur	Iceland	65.533333	-14.466667000000001	M
SVK-A-1_38.SG	SVK-A1	EbenesersdottirScience2018	1015	Iceland_Pre_Christian.SG	Svinadalur	Iceland	65.906	-16.5408	M
TGS-A-1_38.SG	TGS-A1	EbenesersdottirScience2018	854	Iceland_Pre_Christian.SG	Tunga I Gönguskördum	Iceland	65.733333	-19.633333	M
TSK-A-26_38.SG	TSK-A26	EbenesersdottirScience2018	825	Iceland_Early_Christian.SG	Skeljastadir	Iceland	64.12029100000001	-19.820870000000003	M
YGS-B-2_38.SG	YGS-B2	EbenesersdottirScience2018	1015	Iceland_Pre_Christian.SG	Ytra-Gardshorn	Iceland	65.9016	-18.5984	U
QED-12.SG	QED-12	HaberAJHG2018	1525	Lebanon_Roman.SG	Qornet ed-Deir	Lebanon	34.0522	35.7758	F
QED-2.SG	QED-2	HaberAJHG2018	1610	Lebanon_Roman.SG	Qornet ed-Deir	Lebanon	34.0522	35.7758	M
QED-4.SG	QED-4	HaberAJHG2018	1406	Lebanon_Roman.SG	Qornet ed-Deir	Lebanon	34.0522	35.7758	F
QED-7.SG	QED-7	HaberAJHG2018	1627	Lebanon_Roman.SG	Qornet ed-Deir	Lebanon	34.0522	35.7758	F
SI-38.SG	SI-38	HaberAJHG2018	800	Lebanon_Medieval.SG	Sidon	Lebanon	33.560556	35.398056	M
SI-39.SG	SI-39	HaberAJHG2018	702	Lebanon_Medieval_o2.SG	Sidon	Lebanon	33.560556	35.398056	M
SI-40.SG	SI-40	HaberAJHG2018	800	Lebanon_Medieval_o5.SG	Sidon	Lebanon	33.560556	35.398056	M
SI-41.SG	SI-41	HaberAJHG2018	710	Lebanon_Medieval_o1.SG	Sidon	Lebanon	33.560556	35.398056	M
SI-42.SG	SI-42	HaberAJHG2018	725	Lebanon_Medieval.SG	Sidon	Lebanon	33.560556	35.398056	M
SI-44.SG	SI-44	HaberAJHG2018	800	Lebanon_Medieval_o3.SG	Sidon	Lebanon	33.560556	35.398056	M
SI-45.SG	SI-45	HaberAJHG2018	698	Lebanon_Medieval.SG	Sidon	Lebanon	33.560556	35.398056	M
SI-47.SG	SI-47	HaberAJHG2018	800	Lebanon_Medieval_o2.SG	Sidon	Lebanon	33.560556	35.398056	M
SI-53.SG	SI-53	HaberAJHG2018	851	Lebanon_Medieval_o4.SG	Sidon	Lebanon	33.560556	35.398056	M
s19_0LS03_1.SG	0LS03	SaagCurrentBiology2019	740	Estonia_Medieval.SG	Ida-Viru, Kukruse, burial 9	Estonia	59.3828	27.3639	M
s19_0LS09_1.SG	0LS09	SaagCurrentBiology2019	2389	Estonia_IA_lc.SG	Harju, Ilmandu III	Estonia	59.4489	24.4831	F
s19_0LS10_1.SG	0LS10	SaagCurrentBiology2019	2609	Estonia_IA.SG	Lääne-Viru, Hiiemägi at Kunda, tarand III, burial 9	Estonia	59.4967	26.5479	M
s19_0LS11_1.SG	0LS11	SaagCurrentBiology2019	2918	Estonia_BA.SG	Harju, Jõelähtme 34, cist?	Estonia	59.4403	25.1349	M
s19_IIa_1.SG	IIa	SaagCurrentBiology2019	685	Estonia_Medieval.SG	Saare, Karja, burial 16	Estonia	58.5033	22.7425	M
s19_IIf_1.SG	IIf	SaagCurrentBiology2019	575	Estonia_Medieval.SG	Valga, Otepää Piiri St., 1938, burial 1	Estonia	58.0594	26.4961	M
s19_IIg_1.SG	IIg	SaagCurrentBiology2019	740	Estonia_Medieval.SG	Lääne-Viru, Pada, burial 151	Estonia	59.4494	26.7139	M
s19_IIIt_1.SG	IIIt	SaagCurrentBiology2019	600	Estonia_Medieval.SG	Võru, Vaabina, burial 43	Estonia	57.86	26.5894	F
s19_ILS01_1.SG	ILS01	SaagCurrentBiology2019	388	Estonia_Medieval.SG	Tartu, Vana-Kuuste, burial 73	Estonia	58.2475	26.7628	M
s19_IVLS09KT_1.SG	IVLS09KT	SaagCurrentBiology2019	365	Estonia_Medieval.SG	Tartu, Mäletjärve, burial 18	Estonia	58.3036	26.9478	M
s19_V10_2.SG	V10	SaagCurrentBiology2019	2573	Estonia_IA.SG	Lääne-Viru, Hiiemägi at Kunda, tarand XI, burial 24	Estonia	59.4967	26.5479	M
s19_V11_1.SG	V11	SaagCurrentBiology2019	2229	Estonia_IA.SG	Saare, Kurevere, large circle	Estonia	58.4049	22.0066	F
s19_V12_1.SG	V12	SaagCurrentBiology2019	2104	Estonia_IA.SG	Saare, Kurevere, tarand VII	Estonia	58.4049	22.0066	M
s19_V14_2.SG	V14	SaagCurrentBiology2019	3130	Estonia_BA.SG	Harju, Toomani 5 at Muuksi, cist 1	Estonia	59.4972	25.5114	M
s19_V16_1.SG	V16	SaagCurrentBiology2019	2434	Estonia_BA.SG	Harju, Jaani A at Väo, cist	Estonia	59.4306	24.9011	M
s19_V7_1.SG	V7	SaagCurrentBiology2019	2572	Estonia_IA.SG	Harju, Ilmandu III, tarand IV, burial 1	Estonia	59.4489	24.4831	M
s19_V8_1.SG	V8	SaagCurrentBiology2019	2462	Estonia_IA_lc.SG	Harju, Ilmandu III, tarand IV, burial 9	Estonia	59.4489	24.4831	F
s19_V9_2.SG	V9	SaagCurrentBiology2019	3072	Estonia_BA.SG	Harju, Jõelähtme 7, cist	Estonia	59.4403	25.1349	M
s19_VII15_1.SG	VII15	SaagCurrentBiology2019	1911	Russia_IA_Ingria.SG	Ingria, Kerstovo I, tarand 3, square 118/230 (horizon 3)	Russia	59.4638	28.7779	M
s19_VII3_1.SG	VII3	SaagCurrentBiology2019	2222	Estonia_IA_lc.SG	Pärnu, Poanse I, tarand 4	Estonia	58.6752	23.6872	M
s19_VII4_1.SG	VII4	SaagCurrentBiology2019	2493	Estonia_IA.SG	Laane-Viru, Tandemägi IV at Võhma, tarand 2	Estonia	59.5313	25.8661	M
s19_VIII5_2.SG	VIII5	SaagCurrentBiology2019	1763	Russia_IA_Ingria.SG	Ingria, Malli, eastern tarand, square 84/73 (horizon 2)	Russia	59.4683	28.8038	F
s19_VIII6_1.SG	VIII6	SaagCurrentBiology2019	1763	Russia_IA_Ingria_lc.SG	Ingria, Malli, eastern tarand, square 87/74 (horizon 2)	Russia	59.4683	28.8039	F
s19_VIII7_1.SG	VIII7	SaagCurrentBiology2019	1813	Russia_IA_Ingria.SG	Ingria, Kerstovo I, tarand 3, square 114/234 (horizon 2)	Russia	59.4638	28.778000000000002	F
s19_VIII8_1.SG	VIII8	SaagCurrentBiology2019	1813	Russia_IA_Ingria.SG	Ingria, Kerstovo I, tarand 2, square 116/234 (horizon above bedrock)	Russia	59.4638	28.7781	M
s19_VIII9_1.SG	VIII9	SaagCurrentBiology2019	1813	Russia_IA_Ingria.SG	Ingria, Kerstovo I, tarand 2, square 116/236 (horizon 3)	Russia	59.4638	28.7782	F
s19_X02_1.SG	X02	SaagCurrentBiology2019	2937	Estonia_BA.SG	Harju, Iru 14, cist	Estonia	59.4564	24.9217	M
s19_X04_1.SG	X04	SaagCurrentBiology2019	2345	Estonia_IA.SG	Saare, Loona 1, outside the cist, square d/107	Estonia	58.3335	22.0196	M
s19_X05_1.SG	X05	SaagCurrentBiology2019	3049	Estonia_BA.SG_1d.rel.s19_V14_2.SG	Harju, Toomani 5 at Muuksi, cist 2	Estonia	59.4972	25.5114	M
s19_X06_1.SG	X06	SaagCurrentBiology2019	3046	Estonia_BA_lc.SG_1d.rel.s19_V14_2_lc.SG	Harju, Toomani 5 at Muuksi, cist 4	Estonia	59.4972	25.5114	U
s19_X07_1.SG	X07	SaagCurrentBiology2019	2950	Estonia_BA_lc.SG	Harju, Toomani 12 at Muuksi, cist 2	Estonia	59.4972	25.5114	U
s19_X08_1.SG	X08	SaagCurrentBiology2019	2819	Estonia_BA.SG	Harju, Lõokese at Muuksi, cist A	Estonia	59.505	25.5281	M
s19_X09_1.SG	X09	SaagCurrentBiology2019	2740	Estonia_BA_o.SG	Harju, Lõokese at Muuksi, cist B	Estonia	59.505	25.5281	M
