Index	Genetic_ID	Source	Date_mean	Group_ID	Locality	Country	Latitude	Longitude	Sex
I0114	I0114	MathiesonNature2015 (1240k of same same sample with 390k in HaakLazaridis2015)	4002	Germany_EBA_Unetice_brother.I0117	Esperstedt	Germany	51.42	11.68	M
I1060	I1060	NarasimhanPattersonScience2019	3825	Russia_MLBA_Sintashta	Kamennyi Ambar 5 Cemetery	Russia	52.81666667	60.46666667	F
I1062	I1062	NarasimhanPattersonScience2019	3825	Russia_MLBA_Sintashta	Kamennyi Ambar 5 Cemetery	Russia	52.81666667	60.46666667	F
I1065	I1065	NarasimhanPattersonScience2019	3825	Russia_MLBA_Sintashta	Kamennyi Ambar 5 Cemetery	Russia	52.81666667	60.46666667	M
I1022	I1022	NarasimhanPattersonScience2019	3825	Russia_MLBA_Sintashta	Kamennyi Ambar 5 Cemetery	Russia	52.81666667	60.46666667	F
I1088	I1088	NarasimhanPattersonScience2019	3825	Russia_MLBA_Sintashta	Kamennyi Ambar 5 Cemetery	Russia	52.81666667	60.46666667	F
I1084	I1084	NarasimhanPattersonScience2019	3825	Russia_MLBA_Sintashta	Kamennyi Ambar 5 Cemetery	Russia	52.81666667	60.46666667	M
I1082	I1082	NarasimhanPattersonScience2019	3825	Russia_MLBA_Sintashta	Kamennyi Ambar 5 Cemetery	Russia	52.81666667	60.46666667	M
I1055	I1055	NarasimhanPattersonScience2019	3825	Russia_MLBA_Sintashta	Kamennyi Ambar 5 Cemetery	Russia	52.81666667	60.46666667	M
I1018	I1018	NarasimhanPattersonScience2019	3825	Russia_MLBA_Sintashta	Kamennyi Ambar 5 Cemetery	Russia	52.81666667	60.46666667	M
I1017	I1017	NarasimhanPattersonScience2019	3787	Russia_MLBA_Sintashta_o1	Kamennyi Ambar 5 Cemetery	Russia	52.81666667	60.46666667	M
I1019	I1019	NarasimhanPattersonScience2019	3825	Russia_MLBA_Sintashta	Kamennyi Ambar 5 Cemetery	Russia	52.81666667	60.46666667	M
I1086	I1086	NarasimhanPattersonScience2019	3825	Russia_MLBA_Sintashta	Kamennyi Ambar 5 Cemetery	Russia	52.81666667	60.46666667	M
I1090	I1090	NarasimhanPattersonScience2019	3825	Russia_MLBA_Sintashta	Kamennyi Ambar 5 Cemetery	Russia	52.81666667	60.46666667	F
I1024	I1024	NarasimhanPattersonScience2019	3825	Russia_MLBA_Sintashta	Kamennyi Ambar 5 Cemetery	Russia	52.81666667	60.46666667	F
I1063	I1063	NarasimhanPattersonScience2019	3825	Russia_MLBA_Sintashta	Kamennyi Ambar 5 Cemetery	Russia	52.81666667	60.46666667	F
I1058	I1058	NarasimhanPattersonScience2019	3769	Russia_MLBA_Sintashta_o2_brother.I1057_brother.I1056	Kamennyi Ambar 5 Cemetery	Russia	52.81666667	60.46666667	M
I1029	I1029	NarasimhanPattersonScience2019	3830	Russia_MLBA_Sintashta	Kamennyi Ambar 5 Cemetery	Russia	52.81666667	60.46666667	F
I1020	I1020	NarasimhanPattersonScience2019	3841	Russia_MLBA_Sintashta_o2	Kamennyi Ambar 5 Cemetery	Russia	52.81666667	60.46666667	M
I1028	I1028	NarasimhanPattersonScience2019	3704	Russia_MLBA_Sintashta_o3	Kamennyi Ambar 5 Cemetery	Russia	52.81666667	60.46666667	M
I1064	I1064	NarasimhanPattersonScience2019	3739	Russia_MLBA_Sintashta	Kamennyi Ambar 5 Cemetery	Russia	52.81666667	60.46666667	M
I1089	I1089	NarasimhanPattersonScience2019	3825	Russia_MLBA_Sintashta	Kamennyi Ambar 5 Cemetery	Russia	52.81666667	60.46666667	F
I1054	I1054	NarasimhanPattersonScience2019	3765	Russia_MLBA_Sintashta_brother.I1053	Kamennyi Ambar 5 Cemetery	Russia	52.81666667	60.46666667	M
I1053	I1053	NarasimhanPattersonScience2019	3785	Russia_MLBA_Sintashta	Kamennyi Ambar 5 Cemetery	Russia	52.81666667	60.46666667	M
I1027	I1027	NarasimhanPattersonScience2019	3833	Russia_MLBA_Sintashta	Kamennyi Ambar 5 Cemetery	Russia	52.81666667	60.46666667	M
I1056	I1056	NarasimhanPattersonScience2019	3750	Russia_MLBA_Sintashta_o2_brother.I1057_brother.I1058	Kamennyi Ambar 5 Cemetery	Russia	52.81666667	60.46666667	M
I1057	I1057	NarasimhanPattersonScience2019	3814	Russia_MLBA_Sintashta_o2	Kamennyi Ambar 5 Cemetery	Russia	52.81666667	60.46666667	M
I0022	I0022	MathiesonNature2015 (1240k of same same sample with 390k in HaakLazaridis2015)	7125	Germany_EN_LBK	Baden-Württemberg, Stuttgart-Mühlhausen, Viesenhaeuser Hof	Germany	48.78	9.18	F
I0026	I0026	MathiesonNature2015 (1240k of same same sample with 390k in HaakLazaridis2015)	7125	Germany_EN_LBK	Baden-Württemberg, Stuttgart-Mühlhausen, Viesenhaeuser Hof	Germany	48.78	9.18	F
I0013	I0013	MathiesonNature2015 (1240k of same same sample with 390k in HaakLazaridis2015)	7722	Sweden_Motala_HG	Motala, Kanaljorden	Sweden	58.535	15.046	M
I0011	I0011	MathiesonNature2015 (1240k of same same sample with 390k in HaakLazaridis2015)	7564	Sweden_Motala_HG	Motala, Kanaljorden	Sweden	58.535	15.046	F
I0015	I0015	MathiesonNature2015 (1240k of same same sample with 390k in HaakLazaridis2015)	7710	Sweden_Motala_HG	Motala, Kanaljorden	Sweden	58.535	15.046	M
I0012	I0012	MathiesonNature2015 (1240k of same same sample with 390k in HaakLazaridis2015)	7598	Sweden_Motala_HG	Motala, Kanaljorden	Sweden	58.535	15.046	M
I0014	I0014	MathiesonNature2015 (1240k of same same sample with 390k in HaakLazaridis2015)	7686	Sweden_Motala_HG	Motala, Kanaljorden	Sweden	58.535	15.046	F
I0017	I0017	MathiesonNature2015 (1240k of same same sample with 390k in HaakLazaridis2015)	7624	Sweden_Motala_HG	Motala, Kanaljorden	Sweden	58.535	15.046	M
I0447_published	I0447	LipsonNature2017	6700	Hungary_LN_Tisza_published	Hódmezővásárhely-Gorzsa, grave 4	Hungary	46.35587	20.27821	F
I0449	I0449	LipsonNature2017	6700	Hungary_LN_Tisza	Hódmezővásárhely-Gorzsa, grave 18	Hungary	46.35587	20.27821	M
I1388	I1388	OlaldeNature2018	4198	France_BellBeaker_LowSteppe	Haute-Savoie, Marlens, Sur les Barmes	France	45.46	6.212999999999999	M
I1382	I1382	OlaldeNature2018	4195	France_BellBeaker	Moselle, Mondelange, PAC de la Sente	France	49.153	6.102	M
I1381	I1381	OlaldeNature2018	4250	France_BellBeaker	Moselle, Mondelange, PAC de la Sente	France	49.153	6.102	M
I1391_published	I1391	OlaldeNature2018	4179	France_BellBeaker_published	Haut-Rhin, Rouffach	France	47.96	7.3	F
I1389_published	I1389	OlaldeNature2018	4382	France_BellBeaker_1d.rel.I1390_published	Haut-Rhin, Sierentz, Les Villas d'Aurele	France	47.39	7.271	M
I1390	I1390	OlaldeNature2018	4331	France_BellBeaker	Haut-Rhin, Sierentz, Les Villas d'Aurele	France	47.65	7.45	M
I0644	I0644	HarneyMayNatureCommunications2018	5950	Israel_C	Upper Galilee, Pki'in	Israel	32.974167	35.331389	F
I1180_published	I1180	HarneyMayNatureCommunications2018	5950	Israel_C_1d.rel.I1179_published	Upper Galilee, Pki'in	Israel	32.974167	35.331389	M
I1177_published	I1177	HarneyMayNatureCommunications2018	5950	Israel_C_published	Upper Galilee, Pki'in	Israel	32.974167	35.331389	F
I1155_published	I1155	HarneyMayNatureCommunications2018	5950	Israel_C_published	Upper Galilee, Pki'in	Israel	32.974167	35.331389	M
I1181_published	I1181	HarneyMayNatureCommunications2018	5950	Israel_C_published	Upper Galilee, Pki'in	Israel	32.974167	35.331389	F
I1172	I1172	HarneyMayNatureCommunications2018	5950	Israel_C	Upper Galilee, Pki'in	Israel	32.974167	35.331389	M
I1187	I1187	HarneyMayNatureCommunications2018	5950	Israel_C	Upper Galilee, Pki'in	Israel	32.974167	35.331389	M
I1171	I1171	HarneyMayNatureCommunications2018	5950	Israel_C	Upper Galilee, Pki'in	Israel	32.974167	35.331389	M
I1164	I1164	HarneyMayNatureCommunications2018	5950	Israel_C	Upper Galilee, Pki'in	Israel	32.974167	35.331389	F
I1184	I1184	HarneyMayNatureCommunications2018	5950	Israel_C	Upper Galilee, Pki'in	Israel	32.974167	35.331389	F
I1179	I1179	HarneyMayNatureCommunications2018	5950	Israel_C	Upper Galilee, Pki'in	Israel	32.974167	35.331389	F
I1182	I1182	HarneyMayNatureCommunications2018	5950	Israel_C	Upper Galilee, Pki'in	Israel	32.974167	35.331389	F
I1170	I1170	HarneyMayNatureCommunications2018	5950	Israel_C	Upper Galilee, Pki'in	Israel	32.974167	35.331389	M
I1168	I1168	HarneyMayNatureCommunications2018	5950	Israel_C	Upper Galilee, Pki'in	Israel	32.974167	35.331389	F
I1152	I1152	HarneyMayNatureCommunications2018	5950	Israel_C	Upper Galilee, Pki'in	Israel	32.974167	35.331389	F
I1178	I1178	HarneyMayNatureCommunications2018	5950	Israel_C	Upper Galilee, Pki'in	Israel	32.974167	35.331389	M
I1508	I1508	MathiesonNature2015 (capture of same sample shotgunned in Gamba2014)	7591	Hungary_EN_Koros_o	Berettyóújfalu-Morotva-Liget	Hungary	47.318740999999996	21.527442999999998	F
I1500	I1500	MathiesonNature2015 (capture of same sample shotgunned in Gamba2014)	7058	Hungary_MN_ALPc	Kompolt-Kigyoser	Hungary	47.167	20.833000000000002	M
I1100	I1100	MathiesonNature2015	8300	Turkey_N	Northwest Anatolia, Marmara, Barcın	Turkey	40.3037	29.57	F
I1102	I1102	MathiesonNature2015	8300	Turkey_N	Northwest Anatolia, Marmara, Barcın	Turkey	40.3037	29.57	M
I1099	I1099	MathiesonNature2015	8300	Turkey_N	Northwest Anatolia, Marmara, Barcın	Turkey	40.3037	29.57	M
I1103	I1103	MathiesonNature2015	8300	Turkey_N	Northwest Anatolia, Marmara, Barcın	Turkey	40.3037	29.57	M
I1101	I1101	MathiesonNature2015	8300	Turkey_N	Northwest Anatolia, Marmara, Barcın	Turkey	40.3037	29.57	M
I1097	I1097	MathiesonNature2015	8282	Turkey_N	Northwest Anatolia, Marmara, Barcın	Turkey	40.3037	29.57	M
I0744	I0744	MathiesonNature2015	8270	Turkey_N	Northwest Anatolia, Marmara, Barcın	Turkey	40.3037	29.57	M
I1096	I1096	MathiesonNature2015	8300	Turkey_N	Northwest Anatolia, Marmara, Barcın	Turkey	40.3037	29.57	M
I1098	I1098	MathiesonNature2015	8282	Turkey_N	Northwest Anatolia, Marmara, Barcın	Turkey	40.3037	29.57	F
I0708	I0708	MathiesonNature2015	8101	Turkey_N	Northwest Anatolia, Marmara, Barcın	Turkey	40.3037	29.57	M
I0745	I0745	MathiesonNature2015	8243	Turkey_N	Northwest Anatolia, Marmara, Barcın	Turkey	40.3037	29.57	M
I0746	I0746	MathiesonNature2015	7928	Turkey_N	Northwest Anatolia, Marmara, Barcın	Turkey	40.3037	29.57	M
I0707	I0707	MathiesonNature2015	8096	Turkey_N	Northwest Anatolia, Marmara, Barcın	Turkey	40.3037	29.57	F
I0709	I0709	MathiesonNature2015	8085	Turkey_N	Northwest Anatolia, Marmara, Barcın	Turkey	40.3037	29.57	M
I0725	I0725	MathiesonNature2015	7950	Turkey_N_o	Menteşe	Turkey	40.26	29.65	F
I0736	I0736	MathiesonNature2015	8300	Turkey_N	Northwest Anatolia, Marmara, Barcın	Turkey	40.3037	29.57	F
I1634	I1634	LazaridisNature2016	6156	Armenia_C	Areni 1	Armenia	39.73	45.2	M
I1632	I1632	LazaridisNature2016	6076	Armenia_C	Areni 1	Armenia	39.73	45.2	M
I1631	I1631	LazaridisNature2016	6099	Armenia_C	Areni 1	Armenia	39.73	45.2	F
I1635	I1635	LazaridisNature2016	4476	Armenia_EBA	Kalavan	Armenia	40.65	45.1167	M
I1633	I1633	LazaridisNature2016	4465	Armenia_EBA	Kalavan	Armenia	40.65	45.1167	F
I1658	I1658	LazaridisNature2016	5162	Armenia_EBA	Talin	Armenia	40.382958	43.873663	F
I1656	I1656	LazaridisNature2016	3397	Armenia_MBA	Katnaghbiur 1	Armenia	40.377221999999996	43.938333	F
I0633	I0633	MathiesonNature2018	7424	Serbia_EN	Vojvodina, Hrtkovci, Gomolova	Serbia	44.9	19.75	M
I0634	I0634	MathiesonNature2018	6560	Serbia_EN	Vojvodina, Hrtkovci, Gomolova	Serbia	44.9	19.75	M
I1131	I1131	MathiesonNature2018	6482	Serbia_EN	Vojvodina, Hrtkovci, Gomolova	Serbia	44.9	19.75	M
I1499	I1499	MathiesonNature2015 (capture of same sample shotgunned in Gamba2014)	7077	Hungary_MN_ALPc_Bukk	Garadna	Hungary	48.52	21.168000000000003	F
I1409	I1409	LazaridisNature2016	6047	Armenia_C	Areni 1	Armenia	39.73	45.2	F
I1407	I1407	LazaridisNature2016	5875	Armenia_C	Areni 1	Armenia	39.73	45.2	M
I1502	I1502	MathiesonNature2015 (capture of same sample shotgunned in Gamba2014)	4026	Hungary_EBA_Mako	Kompolt-Kigyoser	Hungary	47.167	20.833000000000002	F
I1290	I1290	LazaridisNature2016	9806	Iran_GanjDareh_N	Ganj Dareh	Iran	34.45	48.11600000000001	F
I1497	I1497	MathiesonNature2015 (capture of same sample shotgunned in Gamba2014)	5019	Hungary_LateC_Baden	Apc-Berekalya I	Hungary	47.167	19.833	F
I1495	I1495	MathiesonNature2015 (capture of same sample shotgunned in Gamba2014)	6367	Hungary_LN_Lengyel	Apc-Berekalya I	Hungary	47.167	19.833	M
I1498	I1498	MathiesonNature2015 (capture of same sample shotgunned in Gamba2014)	7094	Hungary_MN_ALPc	Debrecen Tocopart Erdoalja	Hungary	47.524728	21.58557	F
I1705	I1705	LazaridisNature2016	4029	Jordan_EBA	'Ain Ghazal	Jordan	31.988000000000003	35.976	M
I1706	I1706	LazaridisNature2016	4345	Jordan_EBA	'Ain Ghazal	Jordan	31.988000000000003	35.976	F
I1679_published	I1679	LazaridisNature2016	8800	Jordan_PPNC_published	'Ain Ghazal	Jordan	31.988000000000003	35.976	F
I1507	I1507	MathiesonNature2015 (capture of same sample shotgunned in Gamba2014)	7661	Hungary_EN_HG_Koros	Tiszaszolos-Domaháza	Hungary	47.93	21.2	M
I1504	I1504	MathiesonNature2015 (capture of same sample shotgunned in Gamba2014)	2858	Hungary_LBA_Kyjatice	Ludas-Varjú dűlő	Hungary	47.725107	20.086185	M
I1506	I1506	MathiesonNature2015 (capture of same sample shotgunned in Gamba2014)	7146	Hungary_MN_ALPc	Polgár-Ferenci hát, M3-31	Hungary	47.88	21.19	F
I1496	I1496	MathiesonNature2015 (capture of same sample shotgunned in Gamba2014)	7040	Hungary_MN_LBK	Apc-Berekalya I	Hungary	47.167	19.833	M
I0676	I0676	MathiesonNature2018	7792	Macedonia_N	Skopje, Sopište, Govrlevo	North Macedonia	41.9	21.35	M
I1505	I1505	MathiesonNature2015 (capture of same sample shotgunned in Gamba2014)	7057	Hungary_MN_ALPc	Polgár-Ferenci hát, M3-31	Hungary	47.88	21.19	F
I1736	I1736	MathiesonNature2018	8110	Ukraine_N	Vasil'evka	Ukraine	47.434166999999995	35.276389	F
I1734	I1734	MathiesonNature2018	9159	Ukraine_N	Vasil'evka	Ukraine	47.434166999999995	35.276389	M
I1738	I1738	MathiesonNature2018	7348	Ukraine_N	Vovnigi	Ukraine	48.133333	35.083333	M
I1732	I1732	MathiesonNature2018	7218	Ukraine_N	Vovnigi	Ukraine	48.133333	35.083333	F
I1709_published	I1709	LazaridisNature2016	10050	Jordan_PPNB_published_lc	'Ain Ghazal	Jordan	31.988000000000003	35.976	M
I1727	I1727	LazaridisNature2016	10050	Jordan_PPNB_contam	'Ain Ghazal	Jordan	31.988000000000003	35.976	M
I1710	I1710	LazaridisNature2016	9565	Jordan_PPNB	'Ain Ghazal	Jordan	31.988000000000003	35.976	M
I1707	I1707	LazaridisNature2016	9569	Jordan_PPNB	'Ain Ghazal	Jordan	31.988000000000003	35.976	M
I1704	I1704	LazaridisNature2016	9159	Jordan_PPNB_contam	'Ain Ghazal	Jordan	31.988000000000003	35.976	F
I1730	I1730	LazaridisNature2016	4356	Jordan_EBA	'Ain Ghazal	Jordan	31.988000000000003	35.976	M
I1699	I1699	LazaridisNature2016	8700	Jordan_PPNC	'Ain Ghazal	Jordan	31.988000000000003	35.976	F
I1670	I1670	LazaridisNature2016	6690	Iran_C_SehGabi	Seh Gabi	Iran	34.5	47.96	F
I1662	I1662	LazaridisNature2016	6677	Iran_C_SehGabi	Seh Gabi	Iran	34.5	47.96	M
I1674	I1674	LazaridisNature2016	5831	Iran_C_SehGabi	Seh Gabi	Iran	34.5	47.96	M
I1665	I1665	LazaridisNature2016	5819	Iran_C_SehGabi	Seh Gabi	Iran	34.5	47.96	F
I1671	I1671	LazaridisNature2016	7686	Iran_LN_SehGabi	Seh Gabi	Iran	34.5	47.96	M
Kostenki14.SG	Kostenki14	Seguin-OrlandoScience2014	38052	Russia_Kostenki14.SG	Kostenki	Russia	51.23	39.3	M
BR1.SG	I1502	GambaNatureCommunications2014	4026	Hungary_EBA_Mako_published.SG	Kompolt-Kigyoser	Hungary	47.167	20.833000000000002	F
BR2.SG	I1504	GambaNatureCommunications2014	2858	Hungary_LBA_Kyjatice.SG	Ludas-Varjú dűlő	Hungary	47.725107	20.086185	M
CO1.SG	I1497	GambaNatureCommunications2014	5019	Hungary_Baden_LateCA.SG	Apc-Berekalya I	Hungary	47.167	19.833	F
IR1.SG	I1503	GambaNatureCommunications2014	2849	Hungary_IA_Prescythian.SG	Ludas-Varju-Dulo	Hungary	47.82	19.95	M
KO1_published.SG	I1507	GambaNatureCommunications2014	7661	Hungary_EN_HG_Koros_published.SG	Tiszaszolos-Domaháza	Hungary	47.559165	20.721246	M
KO2.SG	I1508	GambaNatureCommunications2014	7591	Hungary_Koros_EN_o.SG	Berettyóújfalu-Morotva-Liget	Hungary	47.318740999999996	21.527442999999998	F
NE1.SG	I1506	GambaNatureCommunications2014	7146	Hungary_MN_LBK.SG	Polgár-Ferenci hát, M3-31	Hungary	47.846464000000005	21.149429	F
NE2.SG	I1498	GambaNatureCommunications2014	7094	Hungary_MN_ALPc_published.SG	Debrecen Tocopart Erdoalja	Hungary	47.524728	21.58557	F
NE3.SG	I1499	GambaNatureCommunications2014	7077	Hungary_MN_ALPc_Bukk.SG	Garadna	Hungary	48.52	21.168000000000003	F
NE4.SG	I1505	GambaNatureCommunications2014	7057	Hungary_MN_ALPc.SG	Polgár-Ferenci hát, M3-31	Hungary	47.846464000000005	21.149429	F
NE5.SG	I1500	GambaNatureCommunications2014	7058	Hungary_MN_ALPc.SG	Kompolt-Kigyoser	Hungary	47.167	20.833000000000002	M
NE7.SG	I1495	GambaNatureCommunications2014	6367	Hungary_LN_Lengyel_dup.I1495.SG	Apc-Berekalya I	Hungary	47.167	19.833	M
StoraForvar11.SG	StoraForvar11	SkoglundScience2014	7365	Sweden_HG.SG	Gotland, Stora Karlsö	Sweden	57.285	17.971	M
Ajvide52.SG	Ajvide52	SkoglundScience2014	4700	Sweden_PWC.SG	Gotland, Stora Karlsö	Sweden	57.287	18.206	M
Ajvide53.SG	Ajvide53	SkoglundScience2014	4700	Sweden_PWC.SG	Gotland, Stora Karlsö	Sweden	57.287	18.206	F
Ajvide58.SG	Ajvide58	SkoglundScience2014	4700	Sweden_PWC.SG	Gotland, Stora Karlsö	Sweden	57.287	18.206	M
Ajvide59.SG	Ajvide59	SkoglundScience2014	4700	Sweden_PWC.SG_lc	Gotland, Stora Karlsö	Sweden	57.287	18.206	M
Ajvide70.SG	Ajvide70	SkoglundScience2014	4700	Sweden_PWC.SG	Gotland, Stora Karlsö	Sweden	57.287	18.206	M
Gokhem2.SG	Gokhem2	SkoglundScience2014	4928	Sweden_TRB_MN.SG	Gökhem, Västergötland	Sweden	58.174	13.408	F
Gokhem4.SG	Gokhem4	SkoglundScience2014	4924	Sweden_TRB_MN.SG	Gökhem, Västergötland	Sweden	58.174	13.408	M
Gokhem5.SG	Gokhem5	SkoglundScience2014	5084	Sweden_TRB_MN.SG	Gökhem, Västergötland	Sweden	58.174	13.408	F
Gokhem7.SG	Gokhem7	SkoglundScience2014	4755	Sweden_TRB_MN.SG_lc	Gökhem, Västergötland	Sweden	58.174	13.408	F
Ire8.SG	Ire8	SkoglundScience2014	4575	Sweden_PWC_o.SG	Gotland, Stora Karlsö	Sweden	57.833	18.6	M
Iceman.SG	Iceman	KellerNatureCommunications2012	5199	Italy_North_MN_Iceman_contam.SG	Trentino-South Tyrol, Oetz valley	Italy	46.77	10.83	M
LaBrana1_published.SG	I0585	OlaldeNature2014	7811	Spain_HG_published.SG	León, La Braña-Arintero	Spain	42.911	-5.3778	M
I0061.SG	I0061	FuNature2016	8450	Russia_HG_Karelia.SG	Karelia, Yuzhnyy Oleni Ostrov	Russia	61.65	35.65	M
RISE1.SG	RISE1	AllentoftNature2015	4663	Poland_CWC_3.SG	Oblaczkowo	Poland	52.29	17.54	M
RISE21.SG	RISE21	AllentoftNature2015	3301	Denmark_BA.SG	Karlstrup	Denmark	55.55	12.209000000000001	M
RISE42.SG	RISE42	AllentoftNature2015	4021	Denmark_LN.SG	Marbjerg	Denmark	55.657	12.148	M
RISE47.SG	RISE47	AllentoftNature2015	3380	Denmark_BA.SG	Sebber skole	Denmark	56.97	9.552	M
RISE61.SG	RISE61	AllentoftNature2015	4569	Denmark_MN_B.SG	Kyndelöse	Denmark	55.703	11.855	M
RISE71.SG	RISE71	AllentoftNature2015	4040	Denmark_LN.SG	Falshöj	Denmark	56.676	10.033999999999999	F
RISE94.SG	RISE94	AllentoftNature2015	4487	Sweden_BattleAxe.SG	Viby	Sweden	56.025	14.232999999999999	M
RISE97.SG	RISE97	AllentoftNature2015	3895	Sweden_LN.SG	Fredriksberg	Sweden	55.556999999999995	13.059000000000001	F
RISE98.SG	RISE98	AllentoftNature2015	4082	Sweden_LN.SG	L Beddinge 56	Sweden	55.381	13.445	M
RISE109.SG	RISE109	AllentoftNature2015	3821	Poland_EBA_Unetice.SG	Wojkowice	Poland	50.98	17.067999999999998	F
RISE139.SG	RISE139	AllentoftNature2015	3970	Poland_EBA_Unetice.SG	Chociwel	Poland	50.79600000000001	17.094	M
RISE145.SG	RISE145	AllentoftNature2015	4015	Poland_EBA_Unetice.SG	Polwica	Poland	50.913000000000004	17.177	F
RISE150.SG	RISE150	AllentoftNature2015	3744	Poland_EBA_Unetice.SG	Przeclawice	Poland	50.918	16.957	F
RISE154.SG	RISE154	AllentoftNature2015	3786	Poland_EBA_Unetice.SG	Szczepankowice	Poland	50.948	16.942999999999998	F
RISE174.SG	RISE174	AllentoftNature2015	1405	Sweden_IA.SG	Oxie 7	Sweden	55.545	13.097999999999999	M
RISE175.SG	RISE175	AllentoftNature2015	3233	Sweden_BA.SG	Abekås I	Sweden	55.397	13.6	M
RISE179.SG	RISE179	AllentoftNature2015	3843	Sweden_LN.SG	Abekås I	Sweden	55.397	13.6	M
RISE207.SG	RISE207	AllentoftNature2015	3344	Sweden_BA.SG	Ängamöllan	Sweden	55.997	14.104000000000001	M
RISE210.SG	RISE210	AllentoftNature2015	3312	Sweden_BA.SG	Ängamöllan	Sweden	55.997	14.104000000000001	F
RISE240.SG	RISE240	AllentoftNature2015	4705	Russia_Kalmykia_EBA_Yamnaya.SG	Sukhaya Termista I	Russia	46.58	43.678000000000004	F
RISE247.SG	RISE247	AllentoftNature2015	3607	Hungary_MBA_Vatya.SG	Százhalombatta-Földvár	Hungary	47.327	18.962	M
RISE254.SG	RISE254	AllentoftNature2015	3948	Hungary_MBA_Vatya.SG	Százhalombatta-Földvár	Hungary	47.327	18.962	M
RISE276.SG	RISE276	AllentoftNature2015	2612	Denmark_LBA.SG	Trundholm II	Denmark	55.913999999999994	11.565	M
RISE349.SG	RISE349	AllentoftNature2015	3893	Hungary_Maros_EBA.SG	Battonya Vörös Oktober	Hungary	46.356	20.985	F
RISE371.SG	RISE371	AllentoftNature2015	3982	Hungary_Maros_EBA.SG	Szöreg-C (Sziv Utca)	Hungary	46.22	20.199	F
RISE373.SG	RISE373	AllentoftNature2015	3751	Hungary_Maros_EBA.SG	Szöreg-C (Sziv Utca)	Hungary	46.22	20.199	F
RISE374.SG	RISE374	AllentoftNature2015	3643	Hungary_Maros_EBA.SG	Szöreg-C (Sziv Utca)	Hungary	46.22	20.199	M
RISE386.SG	RISE386	AllentoftNature2015	4147	Russia_MLBA_Sintashta.SG	Bulanovo	Russia	52.453	55.16	M
RISE391.SG	RISE391	AllentoftNature2015	3924	Kazakhstan_MLBA_Sintashta_o.SG	Tanabergen II	Kazakhstan	50.593	56.83	F
RISE392.SG	RISE392	AllentoftNature2015	3943	Russia_MLBA_Sintashta.SG	Stepnoe VII Cemetery	Russia	53.876000000000005	59.076	M
RISE394.SG	RISE394	AllentoftNature2015	3803	Russia_MLBA_Sintashta.SG	Bulanovo	Russia	52.453	55.16	F
RISE395.SG	RISE395	AllentoftNature2015	3815	Russia_MLBA_Sintashta.SG	Bol'shekaraganskii	Russia	52.637	59.536	F
RISE396.SG	RISE396	AllentoftNature2015	3009	Armenia_LBA.SG	Kapan	Armenia	39.2	46.4	F
RISE397.SG	RISE397	AllentoftNature2015	2908	Armenia_LBA.SG	Kapan	Armenia	39.2	46.4	M
RISE407.SG	RISE407	AllentoftNature2015	2935	Armenia_LBA.SG	Norabak	Armenia	40.15	45.86	F
RISE408.SG	RISE408	AllentoftNature2015	3050	Armenia_LBA.SG	Norabak	Armenia	40.15	45.86	M
RISE412.SG	RISE412	AllentoftNature2015	3018	Armenia_LBA.SG	Noratus	Armenia	40.38	45.18	F
RISE413.SG	RISE413	AllentoftNature2015	3764	Armenia_MBA.SG	Nerquin Getashen	Armenia	40.14	45.26	M
RISE416.SG	RISE416	AllentoftNature2015	3477	Armenia_MBA.SG	Nerquin Getashen	Armenia	40.14	45.26	M
RISE423.SG	RISE423	AllentoftNature2015	3251	Armenia_MBA.SG	Nerquin Getashen	Armenia	40.14	45.26	M
RISE431.SG	RISE431	AllentoftNature2015	4125	Poland_CordedWare_ProtoUnetice.SG	Leki Male	Poland	52.143	16.538	M
RISE434.SG	RISE434	AllentoftNature2015	4703	Germany_CordedWare.SG	Tiefbrunn	Germany	48.931999999999995	12.259	M
RISE435.SG	RISE435	AllentoftNature2015	4627	Germany_CordedWare.SG	Tiefbrunn	Germany	48.931999999999995	12.259	F
RISE436.SG	RISE436	AllentoftNature2015	4671	Germany_CordedWare.SG	Tiefbrunn	Germany	48.931999999999995	12.259	M
RISE446.SG	RISE446	AllentoftNature2015	4486	Germany_CordedWare.SG	Bergrheinfeld	Germany	50.00899999999999	10.18	M
RISE471.SG	RISE471	AllentoftNature2015	3543	Germany_BA.SG	Untermeitingen	Germany	48.17	10.814	M
RISE479.SG	RISE479	AllentoftNature2015	3700	Hungary_MBA_Vatya_o2.SG	Erd 4	Hungary	47.341	18.896	M
RISE480.SG	RISE480	AllentoftNature2015	3550	Hungary_MBA_Vatya.SG	Erd 4	Hungary	47.341	18.896	F
RISE483.SG	RISE483	AllentoftNature2015	3700	Hungary_MBA_Vatya.SG	Erd 4	Hungary	47.341	18.896	F
RISE484.SG	RISE484	AllentoftNature2015	3700	Hungary_MBA_Vatya.SG	Erd 4	Hungary	47.341	18.896	F
RISE486.SG	RISE486	AllentoftNature2015	3902	Italy_North_Remedello_EBA.SG	Lombardy, Remedello di Sotto	Italy	45.26	10.379000000000001	M
RISE487.SG	RISE487	AllentoftNature2015	5207	Italy_North_Remedello_C.SG	Lombardy, Remedello di Sotto	Italy	45.26	10.379000000000001	M
RISE489.SG	RISE489	AllentoftNature2015	4702	Italy_North_Remedello_C.SG	Lombardy, Remedello di Sotto	Italy	45.26	10.379000000000001	M
